Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
82.25,TraderOne,Tick,485,429,56,-56,148000,148400,10349,-13349,-24549,OK
82.469,TraderOne,Tick,495,429,66,-66,148200,148800,10645,-8645,-21845,OK
82.75,TraderOne,Tick,495,429,66,-66,148200,148800,10645,-8645,-21845,OK
83.0,TraderOne,Tick,495,429,66,-66,148200,148800,10645,-8645,-21845,OK
83.281,TraderOne,Tick,495,429,66,-66,148300,148800,10645,-8645,-21845,OK
83.5,TraderOne,Tick,495,429,66,-66,148300,148800,10645,-8645,-21845,OK
83.719,TraderOne,Tick,495,439,56,-56,148300,148800,10497,-15497,-26697,OK
84.031,TraderOne,Tick,495,439,56,-56,148400,149000,10497,-15497,-26697,OK
84.25,TraderOne,Tick,495,439,56,-56,148400,149000,10497,-15497,-26697,OK
84.469,TraderOne,Tick,495,439,56,-56,148400,149000,10497,-15497,-26697,OK
84.766,TraderOne,Tick,495,439,56,-56,148400,149200,10497,-15497,-26697,OK
85.0,TraderOne,Tick,505,439,66,-66,148600,149200,10794,-9794,-22994,OK
85.297,TraderOne,Tick,505,449,56,-56,148600,149200,11091,-16091,-27291,OK
85.5,TraderOne,Tick,505,459,46,-46,148800,149200,10942,-20942,-30142,OK
85.75,TraderOne,Tick,505,459,46,-46,148800,149200,10942,-20942,-30142,OK
86.016,TraderOne,Tick,515,459,56,-56,148800,149600,11240,-16240,-27440,OK
86.25,TraderOne,Tick,515,469,46,-46,149000,149600,11091,-23091,-32291,OK
86.469,TraderOne,Tick,515,469,46,-46,149000,149600,11091,-23091,-32291,OK
86.719,TraderOne,Tick,515,479,36,-36,149600,149600,10942,-25942,-25942,OK
87.0,TraderOne,Tick,515,479,36,-36,149600,149600,10942,-25942,-25942,OK
87.234,TraderOne,Tick,515,479,36,-36,149600,149600,10942,-25942,-25942,OK
87.516,TraderOne,Tick,515,479,36,-36,149600,149700,10942,-25942,-29542,OK
87.797,TraderOne,Tick,515,479,36,-36,149600,149500,10942,-25942,-22342,OK
88.078,TraderOne,Tick,515,479,36,-36,149600,149500,10942,-25942,-22342,OK
88.266,TraderOne,Tick,515,479,36,-36,149600,149500,10942,-25942,-22342,OK
88.453,TraderOne,Tick,515,479,36,-36,149600,149500,10942,-25942,-22342,OK
88.813,TraderOne,Tick,515,479,36,-36,149600,149100,10942,-25942,-18742,OK
89.016,TraderOne,Tick,515,479,36,-36,149600,149100,10942,-25942,-18742,OK
89.25,TraderOne,Tick,515,479,36,-36,149600,149100,10942,-25942,-18742,OK
89.438,TraderOne,Tick,515,479,36,-36,149600,148900,10942,-25942,-18742,OK
89.719,TraderOne,Tick,515,479,36,-36,149600,148900,10942,-25942,-18742,OK
89.969,TraderOne,Tick,515,479,36,-36,149600,148900,10942,-25942,-18742,OK
90.266,TraderOne,Tick,515,479,36,-36,149600,149100,10942,-25942,-18742,OK
90.484,TraderOne,Tick,515,479,36,-36,149600,149100,10942,-25942,-18742,OK
90.75,TraderOne,Tick,515,479,36,-36,149600,149100,10942,-25942,-18742,OK
91.016,TraderOne,Tick,515,489,26,-26,148800,149100,10793,-28793,-33993,OK
91.297,TraderOne,Tick,515,499,16,-16,149400,149100,11092,-26092,-22892,OK
91.516,TraderOne,Tick,515,504,11,-11,149400,148900,11241,-24241,-22041,OK
91.719,TraderOne,Tick,515,509,6,-6,149600,148900,11167,-25167,-23967,OK
91.984,TraderOne,Tick,515,513,2,-2,149500,148900,11287,-23687,-23287,OK
92.25,TraderOne,Tick,525,513,12,-12,148500,148900,11138,-23538,-25938,OK
92.469,TraderOne,Tick,525,513,12,-12,148500,148900,11138,-23538,-25938,OK
92.75,TraderOne,Tick,525,513,12,-12,148500,148900,11138,-23538,-25938,OK
92.953,TraderOne,Tick,525,513,12,-12,148500,148900,11138,-23538,-25938,OK
93.188,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
93.5,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
93.75,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
94.047,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
94.281,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
94.469,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
94.719,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
94.984,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
95.25,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
95.453,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
95.781,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
96.0,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
96.281,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
96.516,TraderOne,Tick,525,513,12,-12,148500,149200,11138,-23538,-25938,OK
96.781,TraderOne,Tick,531,513,18,-18,149600,149200,11318,-23118,-19518,OK
96.969,TraderOne,Tick,531,513,18,-18,149600,149200,11318,-23118,-19518,OK
97.266,TraderOne,Tick,531,513,18,-18,149600,149200,11318,-23118,-19518,OK
97.5,TraderOne,Tick,541,523,18,-18,149800,149600,11018,-22818,-19218,OK
97.734,TraderOne,Tick,541,523,18,-18,149800,149600,11018,-22818,-19218,OK
97.969,TraderOne,Tick,541,523,18,-18,149800,149800,11018,-22818,-22818,OK
98.219,TraderOne,Tick,541,523,18,-18,149800,149800,11018,-22818,-22818,OK
98.469,TraderOne,Tick,551,523,28,-18,149200,149800,10868,-1518668,-29068,OK
98.75,TraderOne,Tick,551,533,18,-18,149800,149800,10718,-23518,-23518,OK
98.984,TraderOne,Tick,551,533,18,-18,149800,149900,10718,-23518,-25318,OK
99.25,TraderOne,Tick,551,533,18,-18,149800,150100,10718,-23518,-28918,OK
99.563,TraderOne,Tick,561,533,28,-28,149800,150000,11018,-21818,-27418,OK
99.703,TraderOne,Tick,571,533,38,-38,149800,150000,11318,-20118,-27718,OK
100.0,TraderOne,Tick,571,533,38,-38,149900,150000,11318,-20118,-23918,OK
100.234,TraderOne,Tick,571,533,38,-38,149900,149900,11318,-20118,-20118,OK
100.484,TraderOne,Tick,571,533,38,-38,149900,149900,11318,-20118,-20118,OK
100.766,TraderOne,Tick,571,533,38,-38,149900,149900,11318,-20118,-20118,OK
101.047,TraderOne,Tick,571,533,38,-38,149900,149900,11318,-20118,-20118,OK
101.25,TraderOne,Tick,581,533,48,-48,149400,149900,11168,-16968,-31368,OK
101.547,TraderOne,Tick,581,533,48,-48,149400,150100,11168,-16968,-31368,OK
101.719,TraderOne,Tick,581,543,38,-48,149700,150100,11018,1480182,-32218,OK
102.031,TraderOne,Tick,581,543,38,-38,149700,150100,11018,-20818,-32218,OK
102.266,TraderOne,Tick,581,543,38,-38,149700,150100,11018,-20818,-32218,OK
102.5,TraderOne,Tick,581,543,38,-38,149700,150100,11018,-20818,-32218,OK
102.797,TraderOne,Tick,591,543,48,-48,149900,150300,11318,-18118,-32518,OK
103.031,TraderOne,Tick,591,543,48,-48,149900,150300,11318,-18118,-32518,OK
103.203,TraderOne,Tick,591,543,48,-48,149900,150300,11318,-18118,-32518,OK
103.516,TraderOne,Tick,595,553,42,-42,149900,150300,11108,-20908,-33508,OK
103.719,TraderOne,Tick,595,563,32,-32,150100,150300,11408,-24208,-30608,OK
104.0,TraderOne,Tick,595,565,30,-30,150100,150400,11468,-24668,-33668,OK
104.313,TraderOne,Tick,595,565,30,-30,150100,150200,11468,-24668,-27668,OK
104.469,TraderOne,Tick,595,565,30,-30,150100,150200,11468,-24668,-27668,OK
104.719,TraderOne,Tick,595,565,30,-30,150100,150200,11468,-24668,-27668,OK
104.984,TraderOne,Tick,595,565,30,-30,150100,150200,11468,-24668,-27668,OK
105.297,TraderOne,Tick,595,565,30,-30,150100,150200,11468,-24668,-27668,OK
105.516,TraderOne,Tick,595,565,30,-30,150100,150200,11468,-24668,-27668,OK
105.719,TraderOne,Tick,595,565,30,-30,150100,150200,11468,-24668,-27668,OK
106.031,TraderOne,Tick,595,565,30,-30,150100,150300,11468,-24668,-30668,OK
106.266,TraderOne,Tick,595,565,30,-30,150100,150500,11468,-24668,-33668,OK
106.516,TraderOne,Tick,605,565,40,-40,150200,150500,11318,-21518,-33518,OK
106.734,TraderOne,Tick,605,565,40,-40,150200,150400,11318,-21518,-29518,OK
107.047,TraderOne,Tick,605,565,40,-40,150200,150300,11318,-21518,-25518,OK
107.297,TraderOne,Tick,605,565,40,-40,150200,150300,11318,-21518,-25518,OK
107.5,TraderOne,Tick,605,565,40,-40,150200,150400,11318,-21518,-29518,OK
107.703,TraderOne,Tick,605,565,40,-40,150200,150400,11318,-21518,-29518,OK
108.0,TraderOne,Tick,605,565,40,-40,150200,150400,11318,-21518,-29518,OK
108.234,TraderOne,Tick,605,565,40,-40,150200,150300,11318,-21518,-25518,OK
108.547,TraderOne,Tick,605,565,40,-40,150200,150100,11318,-21518,-17518,OK
108.766,TraderOne,Tick,615,565,50,-40,149600,150100,11168,-1518368,-32368,OK
109.016,TraderOne,Tick,615,575,40,-40,149600,150100,11467,-23667,-35667,OK
109.313,TraderOne,Tick,615,575,40,-40,149600,150100,11467,-23667,-35667,OK
109.547,TraderOne,Tick,615,585,30,-30,149900,150100,11317,-26517,-32517,OK
109.797,TraderOne,Tick,615,595,20,-20,150100,150100,11617,-27817,-27817,OK
109.984,TraderOne,Tick,615,605,10,-10,150100,150100,11917,-28117,-28117,OK
110.203,TraderOne,Tick,615,615,0,0,150200,150500,12217,-31417,-31417,OK
110.531,TraderOne,Tick,625,615,10,-10,150200,150500,12517,-29717,-32717,OK
110.703,TraderOne,Tick,635,615,20,-20,150200,150700,12817,-27017,-33017,OK
110.953,TraderOne,Tick,645,615,30,-30,150200,150600,13117,-23317,-32317,OK
111.281,TraderOne,Tick,655,615,40,-40,150200,150600,13417,-19617,-31617,OK
111.516,TraderOne,Tick,655,616,39,-39,150200,150600,13402,-20002,-31702,OK
111.766,TraderOne,Tick,665,616,49,-49,150100,150600,13252,-16852,-31552,OK
111.969,TraderOne,Tick,665,616,49,-49,150100,150600,13252,-16852,-31552,OK
112.203,TraderOne,Tick,665,616,49,-49,150100,150500,13252,-16852,-31552,OK
112.5,TraderOne,Tick,665,626,39,-39,150100,150400,13552,-21152,-32852,OK
112.719,TraderOne,Tick,665,626,39,-39,150100,150500,13552,-21152,-32852,OK
113.016,TraderOne,Tick,665,626,39,-39,150100,150700,13552,-21152,-32852,OK
113.203,TraderOne,Tick,665,626,39,-39,150100,150600,13552,-21152,-32852,OK
113.5,TraderOne,Tick,665,626,39,-39,150100,150500,13552,-21152,-32852,OK
113.75,TraderOne,Tick,665,626,39,-39,150100,150500,13552,-21152,-32852,OK
114.047,TraderOne,Tick,665,626,39,-39,150100,150500,13552,-21152,-32852,OK
114.219,TraderOne,Tick,665,626,39,-39,150100,150600,13552,-21152,-32852,OK
114.547,TraderOne,Tick,665,636,29,-29,150500,150500,13402,-23002,-23002,OK
114.797,TraderOne,Tick,665,636,29,-29,150500,150500,13402,-23002,-23002,OK
114.984,TraderOne,Tick,665,636,29,-29,150500,150900,13402,-23002,-31702,OK
115.203,TraderOne,Tick,675,636,39,-39,150500,150500,13703,-21303,-21303,OK
115.469,TraderOne,Tick,675,643,32,-32,150100,150500,13913,-23613,-33213,OK
115.75,TraderOne,Tick,675,643,32,-32,150100,150500,13913,-23613,-33213,OK
115.969,TraderOne,Tick,675,645,30,-30,150100,150400,13973,-24273,-33273,OK
116.281,TraderOne,Tick,675,655,20,-20,150600,150500,13823,-27123,-25123,OK
116.531,TraderOne,Tick,675,655,20,-20,150600,150800,13823,-27123,-31123,OK
116.766,TraderOne,Tick,675,655,20,-20,150600,150500,13823,-27123,-25123,OK
117.047,TraderOne,Tick,685,655,30,-30,150000,150500,13673,-24973,-33973,OK
117.297,TraderOne,Tick,685,655,30,-30,150000,150300,13673,-24973,-33973,OK
117.516,TraderOne,Tick,685,655,30,-30,150000,150300,13673,-24973,-33973,OK
117.766,TraderOne,Tick,685,655,30,-30,150000,150300,13673,-24973,-33973,OK
118.0,TraderOne,Tick,685,655,30,-30,150000,150300,13673,-24973,-33973,OK
118.266,TraderOne,Tick,685,655,30,-30,150000,150300,13673,-24973,-33973,OK
118.453,TraderOne,Tick,685,665,20,-20,150200,150500,13523,-27823,-33823,OK
118.781,TraderOne,Tick,685,672,13,-13,150500,150300,13734,-28734,-26134,OK
118.969,TraderOne,Tick,685,672,13,-13,150500,150300,13734,-28734,-26134,OK
119.25,TraderOne,Tick,695,672,23,-23,150200,150300,14034,-28034,-30334,OK
119.547,TraderOne,Tick,695,672,23,-23,150200,150300,14034,-28034,-30334,OK
119.703,TraderOne,Tick,695,672,23,-23,150200,150100,14034,-28034,-25734,OK
119.984,TraderOne,Tick,695,672,23,-23,150200,150100,14034,-28034,-25734,OK
120.234,TraderOne,Tick,695,682,13,-13,150200,150600,13884,-35884,-39784,OK
120.484,TraderOne,Tick,701,682,19,-19,150200,150600,14064,-33664,-39364,OK
120.719,TraderOne,Tick,701,682,19,-19,150200,150600,14064,-33664,-39364,OK
121.047,TraderOne,Tick,701,682,19,-19,150200,150600,14064,-33664,-39364,OK
121.281,TraderOne,Tick,711,682,29,-29,150000,150600,13914,-32514,-41214,OK
121.484,TraderOne,Tick,711,682,29,-29,150000,150600,13914,-32514,-41214,OK
121.781,TraderOne,Tick,711,682,29,-29,150000,150600,13914,-32514,-41214,OK
122.0,TraderOne,Tick,721,682,39,-39,150100,150600,14215,-32815,-44515,OK
122.234,TraderOne,Tick,721,682,39,-39,150100,150600,14215,-32815,-44515,OK
122.563,TraderOne,Tick,721,682,39,-39,150100,150500,14215,-32815,-44515,OK
122.766,TraderOne,Tick,721,682,39,-39,150100,150500,14215,-32815,-44515,OK
122.984,TraderOne,Tick,721,682,39,-39,150100,150500,14215,-32815,-44515,OK
123.25,TraderOne,Tick,721,682,39,-39,150100,150400,14215,-32815,-44515,OK
123.469,TraderOne,Tick,721,682,39,-39,150100,150400,14215,-32815,-44515,OK
123.781,TraderOne,Tick,721,692,29,-29,150400,150400,14065,-35665,-35665,OK
123.969,TraderOne,Tick,721,702,19,-19,150400,150400,13915,-37515,-37515,OK
124.281,TraderOne,Tick,721,712,9,-9,150600,150400,14216,-38816,-37016,OK
124.547,TraderOne,Tick,721,712,9,-9,150600,150400,14216,-38816,-37016,OK
124.734,TraderOne,Tick,721,712,9,-9,150600,150400,14216,-38816,-37016,OK
124.969,TraderOne,Tick,721,712,9,-9,150600,150400,14216,-38816,-37016,OK
125.266,TraderOne,Tick,721,712,9,-9,150600,150400,14216,-38816,-37016,OK
125.484,TraderOne,Tick,721,712,9,-9,150400,150400,14216,-38816,-38816,OK
125.781,TraderOne,Tick,721,712,9,-9,150400,150400,14216,-38816,-38816,OK
126.016,TraderOne,Tick,731,712,19,-19,150500,150700,14517,-38117,-41917,OK
126.219,TraderOne,Tick,741,712,29,-29,150500,150900,14818,-37418,-46118,OK
126.547,TraderOne,Tick,751,712,39,-39,150500,151200,15119,-32719,-44419,OK
126.75,TraderOne,Tick,761,712,49,-49,150600,151000,15420,-29020,-43720,OK
127.047,TraderOne,Tick,761,722,39,-39,150500,151000,15721,-33321,-45021,OK
127.25,TraderOne,Tick,761,722,39,-39,150500,151000,15721,-33321,-45021,OK
127.484,TraderOne,Tick,761,722,39,-39,150500,150700,15721,-33321,-41121,OK
127.734,TraderOne,Tick,761,732,29,-29,150400,150400,16022,-35622,-35622,OK
128.016,TraderOne,Tick,761,742,19,-19,150700,150300,16323,-36923,-31223,OK
128.25,TraderOne,Tick,761,752,9,-9,150400,150300,16624,-37224,-36324,OK
128.563,TraderOne,Tick,761,752,9,-9,150400,150200,16624,-37224,-35424,OK
128.719,TraderOne,Tick,761,752,9,-9,150400,150200,16624,-37224,-35424,OK
129.047,TraderOne,Tick,761,752,9,-9,150400,150200,16624,-37224,-35424,OK
129.219,TraderOne,Tick,761,752,9,-9,150400,150200,16624,-37224,-35424,OK
129.547,TraderOne,Tick,761,762,-1,1,151000,150400,16474,-38074,-38374,OK
129.719,TraderOne,Tick,761,762,-1,1,151000,150400,16474,-38074,-38374,OK
129.984,TraderOne,Tick,761,762,-1,1,151000,150400,16474,-38074,-38374,OK
130.266,TraderOne,Tick,761,762,-1,1,151000,150400,16474,-38074,-38374,OK
130.5,TraderOne,Tick,761,762,-1,1,151000,150400,16474,-38074,-38374,OK
130.719,TraderOne,Tick,761,762,-1,1,151000,150400,16474,-38074,-38374,OK
131.016,TraderOne,Tick,771,762,9,-9,149800,150400,16324,-38924,-41624,OK
131.281,TraderOne,Tick,771,762,9,-9,149800,150100,16324,-38924,-41624,OK
131.547,TraderOne,Tick,771,762,9,-9,149800,150100,16324,-38924,-41624,OK
131.734,TraderOne,Tick,771,762,9,-9,149800,150100,16324,-38924,-41624,OK
132.016,TraderOne,Tick,771,772,-1,1,150800,150100,16174,-37774,-38074,OK
132.297,TraderOne,Tick,771,772,-1,1,150800,149800,16174,-37774,-38074,OK
132.5,TraderOne,Tick,771,772,-1,1,150800,149800,16174,-37774,-38074,OK
132.719,TraderOne,Tick,771,782,-11,11,149800,149600,16474,-36074,-38274,OK
133.016,TraderOne,Tick,771,782,-11,11,149800,149600,16474,-36074,-38274,OK
133.25,TraderOne,Tick,771,792,-21,21,150200,149600,16324,-33924,-38124,OK
133.547,TraderOne,Tick,771,792,-21,21,150200,149600,16324,-33924,-38124,OK
133.719,TraderOne,Tick,781,792,-11,11,149300,149500,16174,-36774,-34574,OK
134.031,TraderOne,Tick,781,792,-11,11,149300,149600,16174,-36774,-34574,OK
134.234,TraderOne,Tick,781,792,-11,11,149300,149600,16174,-36774,-34574,OK
134.531,TraderOne,Tick,781,792,-11,11,149300,149700,16174,-36774,-34574,OK
134.719,TraderOne,Tick,781,792,-11,11,149300,149700,16174,-36774,-34574,OK
134.969,TraderOne,Tick,781,792,-11,11,149300,149800,16174,-36774,-33474,OK
135.203,TraderOne,Tick,791,792,-1,11,149200,149800,16024,-1536624,-38324,OK
135.469,TraderOne,Tick,801,794,7,3,149800,149800,15844,-1537244,-39244,OK
135.734,TraderOne,Tick,811,794,17,-17,149300,149900,16143,-34543,-39643,OK
135.969,TraderOne,Tick,811,794,17,-17,149300,149900,16143,-34543,-39643,OK
136.219,TraderOne,Tick,811,794,17,-17,149300,149900,16143,-34543,-39643,OK
136.531,TraderOne,Tick,811,794,17,-17,149300,149900,16143,-34543,-39643,OK
136.766,TraderOne,Tick,811,794,17,-17,149300,149800,16143,-34543,-39643,OK
137.016,TraderOne,Tick,811,794,17,-17,149300,149600,16143,-34543,-37943,OK
137.313,TraderOne,Tick,811,794,17,-17,149300,149600,16143,-34543,-37943,OK
137.531,TraderOne,Tick,811,794,17,-17,149300,149600,16143,-34543,-37943,OK
137.703,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
137.969,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
138.25,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
138.563,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
138.766,TraderOne,Tick,811,794,17,-17,149300,149100,16143,-34543,-31143,OK
139.047,TraderOne,Tick,811,794,17,-17,149300,149100,16143,-34543,-31143,OK
139.203,TraderOne,Tick,811,794,17,-17,149300,149100,16143,-34543,-31143,OK
139.5,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
139.797,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
140.016,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
140.219,TraderOne,Tick,811,794,17,-17,149300,149300,16143,-34543,-34543,OK
140.516,TraderOne,Tick,811,801,10,-10,149700,149300,16038,-35138,-33138,OK
140.719,TraderOne,Tick,811,801,10,-10,149700,149300,16038,-35138,-33138,OK
141.016,TraderOne,Tick,811,801,10,-10,149700,149300,16038,-35138,-33138,OK
141.25,TraderOne,Tick,811,811,0,0,149500,149300,16337,-36437,-36437,OK
141.531,TraderOne,Tick,811,821,-10,10,150200,149300,16187,-36287,-38287,OK
141.719,TraderOne,Tick,811,821,-10,10,150200,149500,16187,-36287,-38287,OK
142.016,TraderOne,Tick,811,821,-10,10,150200,149500,16187,-36287,-38287,OK
142.313,TraderOne,Tick,811,821,-10,10,150200,149500,16187,-36287,-38287,OK
142.484,TraderOne,Tick,811,821,-10,10,150200,149500,16187,-36287,-38287,OK
142.797,TraderOne,Tick,811,831,-20,20,150200,149500,16037,-35137,-39137,OK
142.984,TraderOne,Tick,811,831,-20,20,150200,149500,16037,-35137,-39137,OK
143.281,TraderOne,Tick,811,831,-20,20,150200,149500,16037,-35137,-39137,OK
143.484,TraderOne,Tick,811,831,-20,20,150200,149700,16037,-35137,-39137,OK
143.797,TraderOne,Tick,811,841,-30,30,150200,149700,15887,-32987,-38987,OK
144.016,TraderOne,Tick,821,841,-20,20,149200,149700,15737,-35837,-31837,OK
144.219,TraderOne,Tick,821,841,-20,20,149200,149700,15737,-35837,-31837,OK
144.469,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
144.766,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
144.953,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
145.219,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
145.547,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
145.75,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
145.969,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
146.234,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
146.484,TraderOne,Tick,831,841,-10,10,149100,149500,15587,-37687,-35687,OK
146.719,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
147.016,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
147.297,TraderOne,Tick,831,841,-10,10,149100,149700,15587,-37687,-35687,OK
147.516,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
147.734,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
147.984,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
148.25,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
148.531,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
148.719,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
148.984,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
149.234,TraderOne,Tick,831,841,-10,10,149100,149600,15587,-37687,-35687,OK
149.531,TraderOne,Tick,831,851,-20,20,150600,150100,15437,-34537,-40537,OK
149.797,TraderOne,Tick,831,851,-20,20,150600,150100,15437,-34537,-40537,OK
149.969,TraderOne,Tick,831,851,-20,20,150600,150100,15437,-34537,-40537,OK
150.203,TraderOne,Tick,831,851,-20,20,150600,150100,15437,-34537,-40537,OK
150.469,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
150.75,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
150.984,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
151.203,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
151.516,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
151.719,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
152.0,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
152.219,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
152.547,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
152.734,TraderOne,Tick,831,858,-27,27,150000,150100,15647,-33347,-30647,OK
152.969,TraderOne,Tick,831,868,-37,37,150400,150100,15497,-30197,-41297,OK
153.281,TraderOne,Tick,831,868,-37,37,150400,149800,15497,-30197,-41297,OK
153.531,TraderOne,Tick,831,868,-37,37,150400,149800,15497,-30197,-41297,OK
153.75,TraderOne,Tick,831,868,-37,37,150400,149800,15497,-30197,-41297,OK
153.953,TraderOne,Tick,831,868,-37,37,150400,150100,15497,-30197,-41297,OK
154.281,TraderOne,Tick,831,868,-37,37,150400,150100,15497,-30197,-41297,OK
154.484,TraderOne,Tick,831,868,-37,37,150400,150100,15497,-30197,-41297,OK
154.766,TraderOne,Tick,831,868,-37,37,150400,150100,15497,-30197,-41297,OK
154.984,TraderOne,Tick,841,868,-27,27,150600,150100,15798,-33498,-41598,OK
155.266,TraderOne,Tick,851,868,-17,17,150600,150100,16099,-36799,-41899,OK
155.469,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
155.766,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
156.0,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
156.266,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
156.547,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
156.703,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
157.031,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
157.25,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
157.516,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
157.703,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
157.984,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
158.297,TraderOne,Tick,851,868,-17,17,150600,150300,16099,-36799,-41899,OK
158.516,TraderOne,Tick,851,868,-17,17,150500,150300,16099,-36799,-40199,OK
158.75,TraderOne,Tick,851,868,-17,17,150500,150300,16099,-36799,-40199,OK
158.969,TraderOne,Tick,861,868,-7,7,150600,150400,16400,-39100,-40500,OK
159.25,TraderOne,Tick,861,868,-7,7,150600,150400,16400,-39100,-40500,OK
159.516,TraderOne,Tick,861,878,-17,17,150500,150400,16701,-38401,-40101,OK
159.813,TraderOne,Tick,870,878,-8,8,150600,150400,16972,-40472,-42072,OK
159.984,TraderOne,Tick,870,878,-8,8,150600,150400,16972,-40472,-42072,OK
160.219,TraderOne,Tick,870,880,-10,8,150700,150400,16942,260958,-42842,OK
160.531,TraderOne,Tick,870,886,-16,16,150600,150400,16852,-38752,-41952,OK
160.75,TraderOne,Tick,870,894,-24,24,150500,150200,17093,-38193,-45393,OK
161.016,TraderOne,Tick,870,894,-24,24,150500,150200,17093,-38193,-45393,OK
161.297,TraderOne,Tick,870,894,-24,24,150500,150200,17093,-38193,-45393,OK
161.5,TraderOne,Tick,870,894,-24,24,150500,150200,17093,-38193,-45393,OK
161.734,TraderOne,Tick,870,894,-24,24,150500,150200,17093,-38193,-45393,OK
162.063,TraderOne,Tick,870,894,-24,24,150500,150200,17093,-38193,-45393,OK
162.313,TraderOne,Tick,880,894,-14,14,150800,150800,17395,-41495,-41495,OK
162.5,TraderOne,Tick,880,894,-14,14,150800,150800,17395,-41495,-41495,OK
162.719,TraderOne,Tick,880,894,-14,14,150800,150800,17395,-41495,-41495,OK
